COMPANY_ID (Custom SQL Query5),COMPANY_ID,COMPANY_NAME,CPU,GPU,INCHES,MEMORY,Number of Records,OS_ID (Custom SQL Query4),OS_ID,OS_NAME,POPULARITY_NUMBER,PRICE_IN_EUROS,PRICE_IN_RUPEES,PRODUCT_ID (Custom SQL Query1),PRODUCT_ID,PRODUCT_NAME,RAM_ID (Custom SQL Query2),RAM_ID,RAM_NAME,RATINGS,SCREENRESOLUTION,TYPE_NAME,TYPE_NAME_ID (Custom SQL Query3),TYPE_NAME_ID,WEIGHT_IN_GM
CO18,CO18,Dell,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,15,256GB SSD,1,OS6,OS6,Linux,1,598.9,47450.85,PRO428,PRO428,Inspiron 3567,RAM7,RAM7,4GB,5,Full HD 1920x1080,Notebook,TYP2,TYP2,2300gms
CO18,CO18,Dell,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,16,500GB HDD,1,OS6,OS6,Linux,3,869,68850.87,PRO541,PRO541,Latitude 5580,RAM7,RAM7,4GB,4,1366x768,Notebook,TYP2,TYP2,1930gms
CO18,CO18,Dell,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,16,500GB HDD,1,OS6,OS6,Linux,1,523.63,41487.2,PRO563,PRO563,Latitude E5570,RAM7,RAM7,4GB,2,1366x768,Notebook,TYP2,TYP2,2090gms
CO15,CO15,Asus,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,16,500GB HDD,1,OS6,OS6,Linux,1,224,17747.52,PRO74,PRO74,A541NA-GO342 (N3350/4GB/500GB/Linux),RAM7,RAM7,4GB,2,1366x768,Notebook,TYP2,TYP2,2000gms
CO7,CO7,Acer,Intel Celeron Dual Core N3350 2GHz,Intel HD Graphics 500,16,1TB HDD,1,OS6,OS6,Linux,3,272,21550.56,PRO98,PRO98,Aspire 3,RAM7,RAM7,4GB,2,1366x768,Notebook,TYP2,TYP2,2100gms
CO16,CO16,Lenovo,Intel Atom x5-Z8550 1.44GHz,Intel HD Graphics 400,10,64GB Flash Storage,1,OS7,OS7,Android,1,549,43497.27,PRO1135,PRO1135,Yoga Book,RAM7,RAM7,4GB,1,IPS Panel Touchscreen 1920x1200,2 in 1 Convertible,TYP1,TYP1,690gms
CO15,CO15,Asus,AMD E-Series 6110 1.5GHz,AMD Radeon R2,14,64GB SSD,1,OS8,OS8,Windows 10 S,3,277.99,22025.15,PRO181,PRO181,E402WA-GA007T (E2-6110/4GB/64GB/W10,RAM7,RAM7,4GB,5,1366x768,Notebook,TYP2,TYP2,1650gms
CO15,CO15,Asus,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,12,64GB Flash Storage,1,OS8,OS8,Windows 10 S,3,340,26938.2,PRO1005,PRO1005,VivoBook E201NA,RAM7,RAM7,4GB,2,1366x768,Netbook,TYP3,TYP3,1200gms
CO17,CO17,Microsoft,Intel Core M m3-7Y30 2.2GHz,Intel HD Graphics 615,14,128GB SSD,1,OS8,OS8,Windows 10 S,1,989,78358.47,PRO838,PRO838,Surface Laptop,RAM7,RAM7,4GB,5,Touchscreen 2256x1504,Ultrabook,TYP6,TYP6,1252gms
CO17,CO17,Microsoft,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13,128GB SSD,1,OS8,OS8,Windows 10 S,3,1089,86281.47,PRO839,PRO839,Surface Laptop,RAM7,RAM7,4GB,1,Touchscreen 2256x1504,Ultrabook,TYP6,TYP6,1252gms
CO7,CO7,Acer,Intel Celeron Quad Core N3160 1.6GHz,Intel HD Graphics 400,12,32GB Flash Storage,1,OS9,OS9,Chrome OS,3,379,30028.17,PRO162,PRO162,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,RAM7,RAM7,4GB,5,IPS Panel Touchscreen 1366x768,2 in 1 Convertible,TYP1,TYP1,1250gms
CO7,CO7,Acer,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,12,32GB Flash Storage,1,OS9,OS9,Chrome OS,3,389,30820.47,PRO172,PRO172,Chromebook C738T-C2EJ,RAM7,RAM7,4GB,2,IPS Panel Touchscreen 1366x768,2 in 1 Convertible,TYP1,TYP1,1250gms
CO15,CO15,Asus,Intel Core M M3-6Y30 0.9GHz,Intel HD Graphics 515,13,64GB Flash Storage,1,OS9,OS9,Chrome OS,1,669,53004.87,PRO175,PRO175,Chromebook Flip,RAM7,RAM7,4GB,5,Full HD / Touchscreen 1920x1080,2 in 1 Convertible,TYP1,TYP1,1200gms
CO12,CO12,Samsung,Samsung Cortex A72&A53 2.0GHz,ARM Mali T860 MP4,12,32GB Flash Storage,1,OS9,OS9,Chrome OS,2,659,52212.57,PRO178,PRO178,Chromebook Plus,RAM7,RAM7,4GB,2,IPS Panel Touchscreen 2400x1600,2 in 1 Convertible,TYP1,TYP1,1150gms
CO19,CO19,HP,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,12,32GB Flash Storage,1,OS9,OS9,Chrome OS,3,615,48726.45,PRO179,PRO179,Chromebook X360,RAM7,RAM7,4GB,2,Touchscreen 1366x768,2 in 1 Convertible,TYP1,TYP1,1400gms
CO19,CO19,HP,Intel Pentium Dual Core 4405Y 1.5GHz,Intel HD Graphics 515,13,32GB Flash Storage,1,OS9,OS9,Chrome OS,3,615,48726.45,PRO165,PRO165,Chromebook 13,RAM7,RAM7,4GB,5,Quad HD+ 3200x1800,Notebook,TYP2,TYP2,1290gms
CO7,CO7,Acer,Intel Celeron Dual Core 3855U 1.6GHz,Intel HD Graphics 510,14,32GB Flash Storage,1,OS9,OS9,Chrome OS,2,375,29711.25,PRO166,PRO166,Chromebook 14,RAM7,RAM7,4GB,3,1366x768,Notebook,TYP2,TYP2,1450gms
CO7,CO7,Acer,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,14,32GB Flash Storage,1,OS9,OS9,Chrome OS,2,349,27651.27,PRO167,PRO167,Chromebook 14,RAM7,RAM7,4GB,3,1366x768,Notebook,TYP2,TYP2,1680gms
CO7,CO7,Acer,Intel Celeron Dual Core 3205U 1.5GHz,Intel HD Graphics,16,16GB SSD,1,OS9,OS9,Chrome OS,3,209,16559.07,PRO168,PRO168,Chromebook 15,RAM7,RAM7,4GB,4,1366x768,Notebook,TYP2,TYP2,2200gms
CO7,CO7,Acer,Intel Celeron Dual Core 3205U 1.5GHz,Intel HD Graphics,16,16GB Flash Storage,1,OS9,OS9,Chrome OS,3,359,28443.57,PRO174,PRO174,Chromebook CB5-571-C1DZ,RAM7,RAM7,4GB,3,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Celeron Quad Core N3160 1.6GHz,Intel HD Graphics 400,14,16GB Flash Storage,1,OS9,OS9,Chrome OS,2,325,25749.75,PRO621,PRO621,N42-20 Chromebook,RAM7,RAM7,4GB,1,1366x768,Notebook,TYP2,TYP2,1500gms
CO16,CO16,Lenovo,Intel Celeron Dual Core 3855U 1.6GHz,Intel HD Graphics 510,13,16GB Flash Storage,1,OS9,OS9,Chrome OS,3,459.9,36437.88,PRO870,PRO870,ThinkPad 13,RAM7,RAM7,4GB,4,1366x768,Notebook,TYP2,TYP2,1450gms
CO18,CO18,Dell,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,12,16GB Flash Storage,1,OS9,OS9,Chrome OS,1,295,23372.85,PRO163,PRO163,Chromebook 11,RAM7,RAM7,4GB,4,1366x768,Netbook,TYP3,TYP3,1260gms
CO19,CO19,HP,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,12,16GB Flash Storage,1,OS9,OS9,Chrome OS,1,385,30503.55,PRO163,PRO163,Chromebook 11,RAM7,RAM7,4GB,1,1366x768,Netbook,TYP3,TYP3,1230gms
CO7,CO7,Acer,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,12,32GB Flash Storage,1,OS9,OS9,Chrome OS,3,355,28126.65,PRO164,PRO164,Chromebook 11,RAM7,RAM7,4GB,1,IPS Panel 1366x768,Netbook,TYP3,TYP3,1350gms
CO12,CO12,Samsung,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11,16GB Flash Storage,1,OS9,OS9,Chrome OS,2,269,21312.87,PRO169,PRO169,Chromebook 3,RAM7,RAM7,4GB,4,1366x768,Netbook,TYP3,TYP3,1150gms
CO15,CO15,Asus,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,12,16GB Flash Storage,1,OS9,OS9,Chrome OS,3,287.9,22810.32,PRO170,PRO170,Chromebook C202SA,RAM7,RAM7,4GB,2,1366x768,Netbook,TYP3,TYP3,1200gms
CO7,CO7,Acer,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,12,32GB Flash Storage,1,OS9,OS9,Chrome OS,3,297,23531.31,PRO171,PRO171,Chromebook C731-C78G,RAM7,RAM7,4GB,5,IPS Panel 1366x768,Netbook,TYP3,TYP3,1250gms
CO16,CO16,Lenovo,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,12,16GB SSD,1,OS9,OS9,Chrome OS,1,265,20995.95,PRO177,PRO177,Chromebook N23,RAM7,RAM7,4GB,4,1366x768,Netbook,TYP3,TYP3,1250gms
CO15,CO15,Asus,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980 ,17,1TB SSD,1,OS4,OS4,Windows 10,1,3975,314939.25,PRO766,PRO766,ROG G701VO,RAM8,RAM8,64GB,2,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,3580gms
CO16,CO16,Lenovo,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro 3000M,17,512GB SSD,1,OS1,OS1,Windows 7,2,2968,235154.64,PRO893,PRO893,ThinkPad P70,RAM9,RAM9,16GB,2,IPS Panel 4K Ultra HD 3840x2160,Notebook,TYP2,TYP2,2400gms
CO16,CO16,Lenovo,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,256GB SSD,1,OS1,OS1,Windows 7,3,2620,207582.6,PRO909,PRO909,ThinkPad X1,RAM9,RAM9,16GB,2,IPS Panel 2560x1440,Notebook,TYP2,TYP2,1100gms
CO16,CO16,Lenovo,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro M2000M,16,512GB SSD,1,OS1,OS1,Windows 7,3,2370,187775.1,PRO936,PRO936,Thinkpad P50,RAM9,RAM9,16GB,4,4K Ultra HD 3840x2160,Notebook,TYP2,TYP2,2500gms
CO19,CO19,HP,Intel Xeon E3-1535M v5 2.9GHz,Nvidia Quadro M2000M,17,256GB SSD,1,OS1,OS1,Windows 7,1,4389,347740.47,PRO1150,PRO1150,Zbook 17,RAM9,RAM9,16GB,5,IPS Panel Full HD 1920x1080,Workstation,TYP5,TYP5,3000gms
CO16,CO16,Lenovo,Intel Core i7 6500U 2.5GHz,Nvidia Quadro M520M,16,512GB SSD,1,OS1,OS1,Windows 7,3,1855,146971.65,PRO892,PRO892,ThinkPad P51s,RAM9,RAM9,16GB,3,Full HD 1920x1080,Workstation,TYP5,TYP5,2180gms
CO5,CO5,Xiaomi,Intel Core i7 8550U 1.8GHz,Nvidia GeForce MX150,16,256GB SSD,1,OS2,OS2,No OS,3,1399.95,110918.04,PRO619,PRO619,Mi Notebook,RAM9,RAM9,16GB,5,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1950gms
CO16,CO16,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,15,512GB SSD,1,OS2,OS2,No OS,3,1398,110763.54,PRO570,PRO570,Legion Y520-15IKBN,RAM9,RAM9,16GB,1,Full HD 1920x1080,Gaming,TYP4,TYP4,2400gms
CO15,CO15,Asus,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 965M,17,1TB HDD,1,OS2,OS2,No OS,1,998,79071.54,PRO776,PRO776,Rog G752VL-GC088D,RAM9,RAM9,16GB,1,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,4000gms
CO14,CO14,Apple,Intel Core i7 2.7GHz,AMD Radeon Pro 455,15,512GB SSD,1,OS3,OS3,macOS,2,2537.45,201042.16,PRO609,PRO609,MacBook Pro,RAM9,RAM9,16GB,4,IPS Panel Retina Display 2880x1800,Ultrabook,TYP6,TYP6,1830gms
CO14,CO14,Apple,Intel Core i7 2.8GHz,AMD Radeon Pro 555,15,256GB SSD,1,OS3,OS3,macOS,3,2439.97,193318.82,PRO610,PRO610,MacBook Pro,RAM9,RAM9,16GB,4,IPS Panel Retina Display 2880x1800,Ultrabook,TYP6,TYP6,1830gms
CO14,CO14,Apple,Intel Core i7 2.9GHz,AMD Radeon Pro 560,15,512GB SSD,1,OS3,OS3,macOS,3,2858,226439.34,PRO611,PRO611,MacBook Pro,RAM9,RAM9,16GB,1,IPS Panel Retina Display 2880x1800,Ultrabook,TYP6,TYP6,1830gms
CO18,CO18,Dell,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,13,256GB SSD,1,OS4,OS4,Windows 10,2,1649,130650.27,PRO1080,PRO1080,XPS 13,RAM9,RAM9,16GB,5,Full HD / Touchscreen 1920x1080,2 in 1 Convertible,TYP1,TYP1,1220gms
CO18,CO18,Dell,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,13,512GB SSD,1,OS4,OS4,Windows 10,1,1899,150457.77,PRO1102,PRO1102,XPS 13,RAM9,RAM9,16GB,2,Quad HD+ / Touchscreen 3200x1800,2 in 1 Convertible,TYP1,TYP1,1220gms
CO16,CO16,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15,512GB SSD,1,OS4,OS4,Windows 10,3,1899,150457.77,PRO1122,PRO1122,Yoga 720-15IKB,RAM9,RAM9,16GB,4,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,2 in 1 Convertible,TYP1,TYP1,2000gms
CO16,CO16,Lenovo,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,13,512GB SSD,1,OS4,OS4,Windows 10,2,1499,118765.77,PRO1127,PRO1127,Yoga 900-13ISK,RAM9,RAM9,16GB,4,IPS Panel Quad HD+ / Touchscreen 3200x1800,2 in 1 Convertible,TYP1,TYP1,1300gms
CO16,CO16,Lenovo,Intel Core i7 6560U 2.2GHz,Intel Iris Graphics 540,13,1TB SSD,1,OS4,OS4,Windows 10,2,1799,142534.77,PRO1128,PRO1128,Yoga 900-13ISK,RAM9,RAM9,16GB,1,IPS Panel Quad HD+ / Touchscreen 3200x1800,2 in 1 Convertible,TYP1,TYP1,1300gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,512GB SSD,1,OS4,OS4,Windows 10,2,1749,138573.27,PRO1130,PRO1130,Yoga 910-13IKB,RAM9,RAM9,16GB,3,Full HD / Touchscreen 1920x1080,2 in 1 Convertible,TYP1,TYP1,1380gms
CO16,CO16,Lenovo,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,13,512GB SSD,1,OS4,OS4,Windows 10,1,2099,166303.77,PRO1132,PRO1132,Yoga 920-13IKB,RAM9,RAM9,16GB,2,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,2 in 1 Convertible,TYP1,TYP1,1400gms
CO19,CO19,HP,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,13,256GB SSD,1,OS4,OS4,Windows 10,3,1975,156479.25,PRO221,PRO221,EliteBook x360,RAM9,RAM9,16GB,4,Full HD / Touchscreen 1920x1080,2 in 1 Convertible,TYP1,TYP1,1280gms
CO19,CO19,HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13,256GB SSD,1,OS4,OS4,Windows 10,1,1399,110842.77,PRO238,PRO238,Envy x360,RAM9,RAM9,16GB,2,Quad HD+ / Touchscreen 3200x1800,2 in 1 Convertible,TYP1,TYP1,1420gms
CO18,CO18,Dell,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,13,512GB SSD,1,OS4,OS4,Windows 10,2,1279,101335.17,PRO446,PRO446,Inspiron 5379,RAM9,RAM9,16GB,2,Full HD / Touchscreen 1920x1080,2 in 1 Convertible,TYP1,TYP1,1620gms
CO18,CO18,Dell,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,16,512GB SSD,1,OS4,OS4,Windows 10,3,1179,93412.17,PRO472,PRO472,Inspiron 5578,RAM9,RAM9,16GB,2,Full HD / Touchscreen 1920x1080,2 in 1 Convertible,TYP1,TYP1,2090gms
CO18,CO18,Dell,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,16,512GB SSD,1,OS4,OS4,Windows 10,1,1285,101810.55,PRO476,PRO476,Inspiron 5579,RAM9,RAM9,16GB,3,Full HD / Touchscreen 1920x1080,2 in 1 Convertible,TYP1,TYP1,2000gms
CO18,CO18,Dell,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,17,512GB SSD,1,OS4,OS4,Windows 10,2,1799,142534.77,PRO510,PRO510,Inspiron 7779,RAM9,RAM9,16GB,4,Full HD / Touchscreen 1920x1080,2 in 1 Convertible,TYP1,TYP1,2770gms
CO12,CO12,Samsung,Intel Core i7 7500U 2.7GHz,AMD Radeon 540,15,256GB SSD,1,OS4,OS4,Windows 10,2,1799,142534.77,PRO625,PRO625,Notebook 9,RAM9,RAM9,16GB,1,Full HD / Touchscreen 1920x1080,2 in 1 Convertible,TYP1,TYP1,1710gms
CO15,CO15,Asus,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 950M,16,512GB SSD +  2TB HDD,1,OS4,OS4,Windows 10,3,1799,142534.77,PRO762,PRO762,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,RAM9,RAM9,16GB,4,4K Ultra HD / Touchscreen 3840x2160,2 in 1 Convertible,TYP1,TYP1,2300gms
CO19,CO19,HP,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,13,1TB SSD,1,OS4,OS4,Windows 10,3,2449,194034.27,PRO827,PRO827,Spectre x360,RAM9,RAM9,16GB,5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,2 in 1 Convertible,TYP1,TYP1,1290gms
CO16,CO16,Lenovo,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,512GB SSD,1,OS4,OS4,Windows 10,3,2440,193321.2,PRO917,PRO917,ThinkPad X1,RAM9,RAM9,16GB,4,IPS Panel Touchscreen 2560x1440,2 in 1 Convertible,TYP1,TYP1,2800gms
CO16,CO16,Lenovo,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,512GB SSD,1,OS4,OS4,Windows 10,3,2499,197995.77,PRO918,PRO918,ThinkPad X1,RAM9,RAM9,16GB,3,Touchscreen 2560x1440,2 in 1 Convertible,TYP1,TYP1,1360gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,512GB SSD,1,OS4,OS4,Windows 10,1,2509,198788.07,PRO920,PRO920,ThinkPad X1,RAM9,RAM9,16GB,4,Touchscreen 2560x1440,2 in 1 Convertible,TYP1,TYP1,1420gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,1TB SSD,1,OS4,OS4,Windows 10,1,2824,223745.52,PRO964,PRO964,Thinkpad Yoga,RAM9,RAM9,16GB,1,Touchscreen 2560x1440,2 in 1 Convertible,TYP1,TYP1,1420gms
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,1TB SSD,1,OS4,OS4,Windows 10,2,2399,190072.77,PRO1107,PRO1107,XPS 15,RAM9,RAM9,16GB,4,4K Ultra HD / Touchscreen 3840x2160,Notebook,TYP2,TYP2,2060gms
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15,512GB SSD,1,OS4,OS4,Windows 10,2,2027.42,160632.49,PRO1108,PRO1108,XPS 15,RAM9,RAM9,16GB,3,4K Ultra HD / Touchscreen 3840x2160,Notebook,TYP2,TYP2,2060gms
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,512GB SSD,1,OS4,OS4,Windows 10,3,1899,150457.77,PRO1110,PRO1110,XPS 15,RAM9,RAM9,16GB,3,Full HD 1920x1080,Notebook,TYP2,TYP2,2060gms
CO19,CO19,HP,Intel Core i7 8550U 1.8GHz,Nvidia GeForce MX150,17,1TB HDD,1,OS4,OS4,Windows 10,1,1059,83904.57,PRO237,PRO237,Envy 17-U275cl,RAM9,RAM9,16GB,5,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,2900gms
CO15,CO15,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,2,1749,138573.27,PRO242,PRO242,FX502VM-AS73 (i7-7700HQ/16GB/1TB,RAM9,RAM9,16GB,3,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i7 6500U 2.5GHz,AMD Radeon R7 M360,16,1.0TB Hybrid,1,OS4,OS4,Windows 10,1,1099,87073.77,PRO380,PRO380,IdeaPad 500-15ISK,RAM9,RAM9,16GB,1,Full HD 1920x1080,Notebook,TYP2,TYP2,2500gms
CO18,CO18,Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,15,1TB HDD,1,OS4,OS4,Windows 10,1,859.01,68059.36,PRO452,PRO452,Inspiron 5567,RAM9,RAM9,16GB,1,Full HD / Touchscreen 1920x1080,Notebook,TYP2,TYP2,2300gms
CO18,CO18,Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,16,256GB SSD,1,OS4,OS4,Windows 10,3,1181.27,93592.02,PRO455,PRO455,Inspiron 5567,RAM9,RAM9,16GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2300gms
CO18,CO18,Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,16,2TB HDD,1,OS4,OS4,Windows 10,3,989.99,78436.91,PRO456,PRO456,Inspiron 5567,RAM9,RAM9,16GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2320gms
CO18,CO18,Dell,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,16,256GB SSD +  2TB HDD,1,OS4,OS4,Windows 10,3,1135,89926.05,PRO466,PRO466,Inspiron 5570,RAM9,RAM9,16GB,2,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO18,CO18,Dell,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,17,256GB SSD +  2TB HDD,1,OS4,OS4,Windows 10,2,1396,110605.08,PRO481,PRO481,Inspiron 5770,RAM9,RAM9,16GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2800gms
CO18,CO18,Dell,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 150MX,17,512GB SSD,1,OS4,OS4,Windows 10,3,1549,122727.27,PRO509,PRO509,Inspiron 7773,RAM9,RAM9,16GB,5,Full HD / Touchscreen 1920x1080,Notebook,TYP2,TYP2,2770gms
CO18,CO18,Dell,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,16,512GB SSD,1,OS4,OS4,Windows 10,2,1426.66,113034.27,PRO546,PRO546,Latitude 5580,RAM9,RAM9,16GB,3,Full HD 1920x1080,Notebook,TYP2,TYP2,1930gms
CO18,CO18,Dell,Intel Core i7 7600U 2.8GHz,Nvidia GeForce 930MX,16,256GB SSD,1,OS4,OS4,Windows 10,2,1537.39,121807.41,PRO548,PRO548,Latitude 5580,RAM9,RAM9,16GB,5,Full HD 1920x1080,Notebook,TYP2,TYP2,1930gms
CO12,CO12,Samsung,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1699,134611.77,PRO630,PRO630,Notebook Odyssey,RAM9,RAM9,16GB,5,Full HD 1920x1080,Notebook,TYP2,TYP2,2500gms
CO19,CO19,HP,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,16,512GB SSD,1,OS4,OS4,Windows 10,2,1159,91827.57,PRO716,PRO716,ProBook 450,RAM9,RAM9,16GB,3,Full HD 1920x1080,Notebook,TYP2,TYP2,2100gms
CO19,CO19,HP,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,13,512GB SSD,1,OS4,OS4,Windows 10,3,1197,94838.31,PRO740,PRO740,Probook 430,RAM9,RAM9,16GB,2,Full HD 1920x1080,Notebook,TYP2,TYP2,1490gms
CO19,CO19,HP,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 930MX ,17,512GB SSD,1,OS4,OS4,Windows 10,1,1271,100701.33,PRO755,PRO755,Probook 470,RAM9,RAM9,16GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2500gms
CO8,CO8,Toshiba,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 930M,16,256GB SSD,1,OS4,OS4,Windows 10,1,1425,112902.75,PRO856,PRO856,Tecra A50-C-218,RAM9,RAM9,16GB,3,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,2400gms
CO8,CO8,Toshiba,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 930M,15,512GB SSD,1,OS4,OS4,Windows 10,3,1403,111159.69,PRO857,PRO857,Tecra A50-C-21G,RAM9,RAM9,16GB,3,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,2400gms
CO8,CO8,Toshiba,Intel Core i7 6600U 2.6GHz,Nvidia GeForce 930M,16,256GB SSD,1,OS4,OS4,Windows 10,2,1975,156479.25,PRO867,PRO867,Tecra Z50-C-140,RAM9,RAM9,16GB,4,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,2400gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13,512GB SSD,1,OS4,OS4,Windows 10,3,1499,118765.77,PRO875,PRO875,ThinkPad 13,RAM9,RAM9,16GB,5,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1400gms
CO16,CO16,Lenovo,Intel Core i7 7820HQ 2.9GHz,Nvidia Quadro M2200M,15,512GB SSD,1,OS4,OS4,Windows 10,3,2449,194034.27,PRO938,PRO938,Thinkpad P51,RAM9,RAM9,16GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2500gms
CO16,CO16,Lenovo,Intel Core i7 6500U 2.50GHz,Intel HD Graphics 520,13,512GB SSD,1,OS4,OS4,Windows 10,1,1650,130729.5,PRO925,PRO925,ThinkPad Yoga,RAM9,RAM9,16GB,5,IPS Panel Full HD / Touchscreen 1920x1080,Netbook,TYP3,TYP3,1300gms
CO7,CO7,Acer,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050 Ti,16,256GB SSD,1,OS4,OS4,Windows 10,3,1299,102919.77,PRO149,PRO149,Aspire VX5-591G,RAM9,RAM9,16GB,4,Full HD 1920x1080,Gaming,TYP4,TYP4,2500gms
CO11,CO11,Razer,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,14,1TB SSD,1,OS4,OS4,Windows 10,2,3499,277225.77,PRO156,PRO156,Blade Pro,RAM9,RAM9,16GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,1950gms
CO11,CO11,Razer,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,14,256GB SSD,1,OS4,OS4,Windows 10,2,2599,205918.77,PRO157,PRO157,Blade Pro,RAM9,RAM9,16GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,1950gms
